image_id,level,taxon,species_count,major_clade,dominant_order,representative_genus,prompt_group,composition_archetype,key_traits,habitat,lighting,palette,mood,confidence,review_status,review_notes,draft_prompt
family-protoceratopsidae,family,Protoceratopsidae,4,Ornithischia,,"Protoceratops, Bagaceratops, Breviceratops",ceratopsian_small,"small ceratopsian card: full-body 3/4 stance with beak, frill shape, and compact body profile emphasized","parrot-like beak, modest frill, compact herbivore body, sturdy limbs, clear head ornament silhouette",dry woodland or scrub plain with low plants and distant rocky hills,warm daylight,"tan, muted olive, ochre, bark brown, and pale blue sky","sturdy, distinctive, and lively",medium,draft_ready,,"Create a square illustrated dinosaur family card for Protoceratopsidae, a family from the Dinosaur Atlas project. Show one featured adult animal as the clear focal subject using small ceratopsian card: full-body 3/4 stance with beak, frill shape, and compact body profile emphasized. Emphasize the defining anatomy: parrot-like beak, modest frill, compact herbivore body, sturdy limbs, clear head ornament silhouette. The animal must read instantly at thumbnail size. Visual style: premium natural-history illustration card, crisp black linework, soft cel-shaded color, subtle grain texture, muted realistic palette, museum-compendium aesthetic, simplified but believable prehistoric habitat, polished digital illustration rather than photoreal painting. Environment: dry woodland or scrub plain with low plants and distant rocky hills. Lighting: warm daylight. Color direction: tan, muted olive, ochre, bark brown, and pale blue sky. Mood: sturdy, distinctive, and lively. Layout constraints: square composition, rounded card border area, reserved blank title band at the bottom for later typography, optional reserved badge space in the lower-right corner, no rendered text, no logo, no watermark."
family-psittacosauridae,family,Psittacosauridae,9,Ornithischia,,Psittacosaurus,psittacosaur_beaked,"small beaked herbivore card: full-body 3/4 stance with oversized head, beak, and compact body immediately readable","parrot-like beak, compact body, sturdy hind limbs, long tail, family-appropriate bristles or quills where suitable",dry fern-and-cycad plain with scattered shrubs and open sky,clear daylight with soft shadows,"sandy tan, olive, warm brown, muted cream, and pale sky blue","curious, compact, and memorable",high,draft_ready,,"Create a square illustrated dinosaur family card for Psittacosauridae, a family from the Dinosaur Atlas project. Show one featured adult animal as the clear focal subject using small beaked herbivore card: full-body 3/4 stance with oversized head, beak, and compact body immediately readable. Emphasize the defining anatomy: parrot-like beak, compact body, sturdy hind limbs, long tail, family-appropriate bristles or quills where suitable. The animal must read instantly at thumbnail size. Visual style: premium natural-history illustration card, crisp black linework, soft cel-shaded color, subtle grain texture, muted realistic palette, museum-compendium aesthetic, simplified but believable prehistoric habitat, polished digital illustration rather than photoreal painting. Environment: dry fern-and-cycad plain with scattered shrubs and open sky. Lighting: clear daylight with soft shadows. Color direction: sandy tan, olive, warm brown, muted cream, and pale sky blue. Mood: curious, compact, and memorable. Layout constraints: square composition, rounded card border area, reserved blank title band at the bottom for later typography, optional reserved badge space in the lower-right corner, no rendered text, no logo, no watermark."
family-quercymegapodiidae,family,Quercymegapodiidae,3,Saurischia,Galliformes,"Ameripodius, Palintropus, Quercymegapodius",ground_bird,"ground-bird card: full-body 3/4 walking stance with body mass, legs, and plumage silhouette cleanly readable","ground-dwelling bird body, feathered wings, sturdy legs, compact tail, family-appropriate crest or facial features where suitable","open undergrowth, scrub, or woodland floor with simple layered plants",bright natural daylight,"earth brown, cream, muted chestnut, charcoal, and soft green","alert, terrestrial, and approachable",high,draft_ready,,"Create a square illustrated dinosaur family card for Quercymegapodiidae, a family from the Dinosaur Atlas project. Show one featured adult animal as the clear focal subject using ground-bird card: full-body 3/4 walking stance with body mass, legs, and plumage silhouette cleanly readable. Emphasize the defining anatomy: ground-dwelling bird body, feathered wings, sturdy legs, compact tail, family-appropriate crest or facial features where suitable. The animal must read instantly at thumbnail size. Visual style: premium natural-history illustration card, crisp black linework, soft cel-shaded color, subtle grain texture, muted realistic palette, museum-compendium aesthetic, simplified but believable prehistoric habitat, polished digital illustration rather than photoreal painting. Environment: open undergrowth, scrub, or woodland floor with simple layered plants. Lighting: bright natural daylight. Color direction: earth brown, cream, muted chestnut, charcoal, and soft green. Mood: alert, terrestrial, and approachable. Layout constraints: square composition, rounded card border area, reserved blank title band at the bottom for later typography, optional reserved badge space in the lower-right corner, no rendered text, no logo, no watermark."
family-rebbachisauridae,family,Rebbachisauridae,22,Saurischia,,"Agustinia, Amazonsaurus, Astigmasaura",sauropod_whiptail,slender sauropod card: full-body side or 3/4 stance with long tail and neck sweeping elegantly through the frame,"long neck, elongated whip-like tail or slender tail, lighter sauropod torso, small head, columnar limbs","open floodplain with fern beds, scattered conifers, and distant hills",warm daylight with atmospheric distance,"slate gray, muted brown, moss green, pale sand, and sky blue","graceful, expansive, and stately",high,draft_ready,,"Create a square illustrated dinosaur family card for Rebbachisauridae, a family from the Dinosaur Atlas project. Show one featured adult animal as the clear focal subject using slender sauropod card: full-body side or 3/4 stance with long tail and neck sweeping elegantly through the frame. Emphasize the defining anatomy: long neck, elongated whip-like tail or slender tail, lighter sauropod torso, small head, columnar limbs. The animal must read instantly at thumbnail size. Visual style: premium natural-history illustration card, crisp black linework, soft cel-shaded color, subtle grain texture, muted realistic palette, museum-compendium aesthetic, simplified but believable prehistoric habitat, polished digital illustration rather than photoreal painting. Environment: open floodplain with fern beds, scattered conifers, and distant hills. Lighting: warm daylight with atmospheric distance. Color direction: slate gray, muted brown, moss green, pale sand, and sky blue. Mood: graceful, expansive, and stately. Layout constraints: square composition, rounded card border area, reserved blank title band at the bottom for later typography, optional reserved badge space in the lower-right corner, no rendered text, no logo, no watermark."
family-rhabdodontidae,family,Rhabdodontidae,2,Ornithischia,,"Rhabdodon, Zalmoxes",small_ornithopod,small runner-herbivore card: full-body side or 3/4 pose with clean tail and hind-limb silhouette,"small beaked herbivore, long hind limbs, balancing tail, light body, alert posture",open fern plain or woodland floor with low plants and clean horizon space,bright diffuse daylight,"olive, tan, warm gray, moss green, and pale sky blue","nimble, approachable, and clear",medium,needs_light_review,Low species count; choose a representative body plan carefully.,"Create a square illustrated dinosaur family card for Rhabdodontidae, a family from the Dinosaur Atlas project. Show one featured adult animal as the clear focal subject using small runner-herbivore card: full-body side or 3/4 pose with clean tail and hind-limb silhouette. Emphasize the defining anatomy: small beaked herbivore, long hind limbs, balancing tail, light body, alert posture. The animal must read instantly at thumbnail size. Visual style: premium natural-history illustration card, crisp black linework, soft cel-shaded color, subtle grain texture, muted realistic palette, museum-compendium aesthetic, simplified but believable prehistoric habitat, polished digital illustration rather than photoreal painting. Environment: open fern plain or woodland floor with low plants and clean horizon space. Lighting: bright diffuse daylight. Color direction: olive, tan, warm gray, moss green, and pale sky blue. Mood: nimble, approachable, and clear. Layout constraints: square composition, rounded card border area, reserved blank title band at the bottom for later typography, optional reserved badge space in the lower-right corner, no rendered text, no logo, no watermark."
family-riojasauridae,family,Riojasauridae,3,Saurischia,,"Eucnemesaurus, Riojasaurus",basal_sauropodomorph,early-long-neck card: full-body side or 3/4 stance with lighter build and neck/tail balance clearly visible,"elongated neck, smaller head, long tail, lighter sauropodomorph body, strong hind limbs, early herbivorous build","Triassic or early Jurassic woodland edge with cycads, conifers, and open ground",clean daylight with slight warm haze,"dusty brown, olive, cream, bark gray, and pale green-blue sky","ancestral, steady, and elegant",medium,draft_ready,,"Create a square illustrated dinosaur family card for Riojasauridae, a family from the Dinosaur Atlas project. Show one featured adult animal as the clear focal subject using early-long-neck card: full-body side or 3/4 stance with lighter build and neck/tail balance clearly visible. Emphasize the defining anatomy: elongated neck, smaller head, long tail, lighter sauropodomorph body, strong hind limbs, early herbivorous build. The animal must read instantly at thumbnail size. Visual style: premium natural-history illustration card, crisp black linework, soft cel-shaded color, subtle grain texture, muted realistic palette, museum-compendium aesthetic, simplified but believable prehistoric habitat, polished digital illustration rather than photoreal painting. Environment: Triassic or early Jurassic woodland edge with cycads, conifers, and open ground. Lighting: clean daylight with slight warm haze. Color direction: dusty brown, olive, cream, bark gray, and pale green-blue sky. Mood: ancestral, steady, and elegant. Layout constraints: square composition, rounded card border area, reserved blank title band at the bottom for later typography, optional reserved badge space in the lower-right corner, no rendered text, no logo, no watermark."
family-saltasauridae,family,Saltasauridae,15,Saurischia,,"Abditosaurus, Alamosaurus, Bonatitan",sauropod_robust,robust sauropod card: full-body grounded stance with heavy torso and stable limb posture emphasized,"long neck, small head, broad deep torso, stout limbs, long tail, immense herbivorous build",open woodland or floodplain with low shrubs and broad sky,soft warm daylight,"weathered brown, taupe, olive, horn-gray, and muted sky blue","massive, dependable, and serene",medium,draft_ready,,"Create a square illustrated dinosaur family card for Saltasauridae, a family from the Dinosaur Atlas project. Show one featured adult animal as the clear focal subject using robust sauropod card: full-body grounded stance with heavy torso and stable limb posture emphasized. Emphasize the defining anatomy: long neck, small head, broad deep torso, stout limbs, long tail, immense herbivorous build. The animal must read instantly at thumbnail size. Visual style: premium natural-history illustration card, crisp black linework, soft cel-shaded color, subtle grain texture, muted realistic palette, museum-compendium aesthetic, simplified but believable prehistoric habitat, polished digital illustration rather than photoreal painting. Environment: open woodland or floodplain with low shrubs and broad sky. Lighting: soft warm daylight. Color direction: weathered brown, taupe, olive, horn-gray, and muted sky blue. Mood: massive, dependable, and serene. Layout constraints: square composition, rounded card border area, reserved blank title band at the bottom for later typography, optional reserved badge space in the lower-right corner, no rendered text, no logo, no watermark."
family-saturnaliidae,family,Saturnaliidae,4,Saurischia,,"Chromogisaurus, Pampadromaeus, Panphagia",basal_sauropodomorph,early-long-neck card: full-body side or 3/4 stance with lighter build and neck/tail balance clearly visible,"elongated neck, smaller head, long tail, lighter sauropodomorph body, strong hind limbs, early herbivorous build","Triassic or early Jurassic woodland edge with cycads, conifers, and open ground",clean daylight with slight warm haze,"dusty brown, olive, cream, bark gray, and pale green-blue sky","ancestral, steady, and elegant",medium,draft_ready,,"Create a square illustrated dinosaur family card for Saturnaliidae, a family from the Dinosaur Atlas project. Show one featured adult animal as the clear focal subject using early-long-neck card: full-body side or 3/4 stance with lighter build and neck/tail balance clearly visible. Emphasize the defining anatomy: elongated neck, smaller head, long tail, lighter sauropodomorph body, strong hind limbs, early herbivorous build. The animal must read instantly at thumbnail size. Visual style: premium natural-history illustration card, crisp black linework, soft cel-shaded color, subtle grain texture, muted realistic palette, museum-compendium aesthetic, simplified but believable prehistoric habitat, polished digital illustration rather than photoreal painting. Environment: Triassic or early Jurassic woodland edge with cycads, conifers, and open ground. Lighting: clean daylight with slight warm haze. Color direction: dusty brown, olive, cream, bark gray, and pale green-blue sky. Mood: ancestral, steady, and elegant. Layout constraints: square composition, rounded card border area, reserved blank title band at the bottom for later typography, optional reserved badge space in the lower-right corner, no rendered text, no logo, no watermark."
family-scansoriopterygidae,family,Scansoriopterygidae,3,Saurischia,,"Ambopteryx, Scansoriopteryx, Yi",feathered_glider,"small feathered card: full-body perch or gliding-ready stance with wings, tail, and head profile clearly visible","feathered arms or wings, long feathered tail, light body, grasping feet, bird-like but still dinosaurian anatomy","tree trunks, branches, and fern-rich forest layers with clean sky openings",cool daylight with soft atmospheric depth,"warm gray, cream, russet, muted black, moss green, and pale teal sky","graceful, early-avian, and refined",medium,draft_ready,,"Create a square illustrated dinosaur family card for Scansoriopterygidae, a family from the Dinosaur Atlas project. Show one featured adult animal as the clear focal subject using small feathered card: full-body perch or gliding-ready stance with wings, tail, and head profile clearly visible. Emphasize the defining anatomy: feathered arms or wings, long feathered tail, light body, grasping feet, bird-like but still dinosaurian anatomy. The animal must read instantly at thumbnail size. Visual style: premium natural-history illustration card, crisp black linework, soft cel-shaded color, subtle grain texture, muted realistic palette, museum-compendium aesthetic, simplified but believable prehistoric habitat, polished digital illustration rather than photoreal painting. Environment: tree trunks, branches, and fern-rich forest layers with clean sky openings. Lighting: cool daylight with soft atmospheric depth. Color direction: warm gray, cream, russet, muted black, moss green, and pale teal sky. Mood: graceful, early-avian, and refined. Layout constraints: square composition, rounded card border area, reserved blank title band at the bottom for later typography, optional reserved badge space in the lower-right corner, no rendered text, no logo, no watermark."
family-scelidosauridae,family,Scelidosauridae,1,Ornithischia,,Scelidosaurus,armored_nodosaur,armored quadruped card: full-body 3/4 stance with shoulder spikes and armor silhouette emphasized,"low armored body, broad torso, strong limbs, shoulder spikes or heavy osteoderms, narrow head, defensive stance",woodland edge with low ferns and clear ground plane,soft daylight,"olive, muted tan, bark brown, stone gray, and sage green","rugged, defensive, and ancient",medium,needs_light_review,Low species count; choose a representative body plan carefully.,"Create a square illustrated dinosaur family card for Scelidosauridae, a family from the Dinosaur Atlas project. Show one featured adult animal as the clear focal subject using armored quadruped card: full-body 3/4 stance with shoulder spikes and armor silhouette emphasized. Emphasize the defining anatomy: low armored body, broad torso, strong limbs, shoulder spikes or heavy osteoderms, narrow head, defensive stance. The animal must read instantly at thumbnail size. Visual style: premium natural-history illustration card, crisp black linework, soft cel-shaded color, subtle grain texture, muted realistic palette, museum-compendium aesthetic, simplified but believable prehistoric habitat, polished digital illustration rather than photoreal painting. Environment: woodland edge with low ferns and clear ground plane. Lighting: soft daylight. Color direction: olive, muted tan, bark brown, stone gray, and sage green. Mood: rugged, defensive, and ancient. Layout constraints: square composition, rounded card border area, reserved blank title band at the bottom for later typography, optional reserved badge space in the lower-right corner, no rendered text, no logo, no watermark."
family-schizoouridae,family,Schizoouridae,1,Saurischia,,Mengciusornis,shoreline_bird,waterside avialan card: full-body pose near shore with long beak or fish-eating profile emphasized,"bird-like wings, streamlined body, long or specialized beak, clear leg and tail silhouette, fish-eating or waterside posture","lake edge or river shore with reeds, shallow water, and open sky",soft daylight with reflected water light,"cool gray, cream, olive reed green, muted brown, and pale blue sky","graceful, aquatic, and elegant",medium,needs_light_review,Low species count; choose a representative body plan carefully.,"Create a square illustrated dinosaur family card for Schizoouridae, a family from the Dinosaur Atlas project. Show one featured adult animal as the clear focal subject using waterside avialan card: full-body pose near shore with long beak or fish-eating profile emphasized. Emphasize the defining anatomy: bird-like wings, streamlined body, long or specialized beak, clear leg and tail silhouette, fish-eating or waterside posture. The animal must read instantly at thumbnail size. Visual style: premium natural-history illustration card, crisp black linework, soft cel-shaded color, subtle grain texture, muted realistic palette, museum-compendium aesthetic, simplified but believable prehistoric habitat, polished digital illustration rather than photoreal painting. Environment: lake edge or river shore with reeds, shallow water, and open sky. Lighting: soft daylight with reflected water light. Color direction: cool gray, cream, olive reed green, muted brown, and pale blue sky. Mood: graceful, aquatic, and elegant. Layout constraints: square composition, rounded card border area, reserved blank title band at the bottom for later typography, optional reserved badge space in the lower-right corner, no rendered text, no logo, no watermark."
family-spinosauridae,family,Spinosauridae,14,Saurischia,,"Angaturama, Baryonyx, Camarillasaurus",spinosaurid_predator,semiaquatic predator card: long-bodied 3/4 stride with elongated snout and sail clearly visible,"elongated crocodile-like snout, conical teeth, tall sail or extended dorsal spines, strong forelimbs, semi-aquatic posture","river margin or swamp edge with shallow water, reeds, and broad open space around the sail",humid warm daylight with soft reflected light from water,"olive green, muddy tan, dark slate, muted russet, and wet reed green","strange, formidable, and unmistakable",high,draft_ready,,"Create a square illustrated dinosaur family card for Spinosauridae, a family from the Dinosaur Atlas project. Show one featured adult animal as the clear focal subject using semiaquatic predator card: long-bodied 3/4 stride with elongated snout and sail clearly visible. Emphasize the defining anatomy: elongated crocodile-like snout, conical teeth, tall sail or extended dorsal spines, strong forelimbs, semi-aquatic posture. The animal must read instantly at thumbnail size. Visual style: premium natural-history illustration card, crisp black linework, soft cel-shaded color, subtle grain texture, muted realistic palette, museum-compendium aesthetic, simplified but believable prehistoric habitat, polished digital illustration rather than photoreal painting. Environment: river margin or swamp edge with shallow water, reeds, and broad open space around the sail. Lighting: humid warm daylight with soft reflected light from water. Color direction: olive green, muddy tan, dark slate, muted russet, and wet reed green. Mood: strange, formidable, and unmistakable. Layout constraints: square composition, rounded card border area, reserved blank title band at the bottom for later typography, optional reserved badge space in the lower-right corner, no rendered text, no logo, no watermark."
family-stegosauridae,family,Stegosauridae,23,Ornithischia,,"Stegosaurus, Miragaia, Changdusaurus",stegosaur_plated,plated herbivore card: full-body side or 3/4 stance with dorsal plates and tail spikes clearly separated from the background,"arched back, large dorsal plates, spiked tail, small head, sturdy hindquarters, quadrupedal herbivore build",open woodland or fern plain with low vegetation and soft distant trees,warm daylight with clean shadow shapes,"ochre, olive, bark brown, pale horn, and moss green","distinctive, stately, and recognizable",high,draft_ready,,"Create a square illustrated dinosaur family card for Stegosauridae, a family from the Dinosaur Atlas project. Show one featured adult animal as the clear focal subject using plated herbivore card: full-body side or 3/4 stance with dorsal plates and tail spikes clearly separated from the background. Emphasize the defining anatomy: arched back, large dorsal plates, spiked tail, small head, sturdy hindquarters, quadrupedal herbivore build. The animal must read instantly at thumbnail size. Visual style: premium natural-history illustration card, crisp black linework, soft cel-shaded color, subtle grain texture, muted realistic palette, museum-compendium aesthetic, simplified but believable prehistoric habitat, polished digital illustration rather than photoreal painting. Environment: open woodland or fern plain with low vegetation and soft distant trees. Lighting: warm daylight with clean shadow shapes. Color direction: ochre, olive, bark brown, pale horn, and moss green. Mood: distinctive, stately, and recognizable. Layout constraints: square composition, rounded card border area, reserved blank title band at the bottom for later typography, optional reserved badge space in the lower-right corner, no rendered text, no logo, no watermark."
family-tenontosauridae,family,Tenontosauridae,4,Ornithischia,,"Tenontosaurus, Convolosaurus, Iani",iguanodont_ornithopod,"large ornithopod card: full-body 3/4 stance with sturdy torso, beaked head, and powerful forelimbs visible","beaked head, robust herbivore body, strong hind limbs, muscular forelimbs, long tail, active browsing posture","wooded floodplain with shrubs, low trees, and open negative space behind the head",warm daylight with soft haze,"olive, bark brown, cream, muted rust, and pale green sky","steady, capable, and classic",medium,draft_ready,,"Create a square illustrated dinosaur family card for Tenontosauridae, a family from the Dinosaur Atlas project. Show one featured adult animal as the clear focal subject using large ornithopod card: full-body 3/4 stance with sturdy torso, beaked head, and powerful forelimbs visible. Emphasize the defining anatomy: beaked head, robust herbivore body, strong hind limbs, muscular forelimbs, long tail, active browsing posture. The animal must read instantly at thumbnail size. Visual style: premium natural-history illustration card, crisp black linework, soft cel-shaded color, subtle grain texture, muted realistic palette, museum-compendium aesthetic, simplified but believable prehistoric habitat, polished digital illustration rather than photoreal painting. Environment: wooded floodplain with shrubs, low trees, and open negative space behind the head. Lighting: warm daylight with soft haze. Color direction: olive, bark brown, cream, muted rust, and pale green sky. Mood: steady, capable, and classic. Layout constraints: square composition, rounded card border area, reserved blank title band at the bottom for later typography, optional reserved badge space in the lower-right corner, no rendered text, no logo, no watermark."
family-tetraonidae,family,Tetraonidae,1,Saurischia,Galliformes,Palaealectoris,ground_bird,"ground-bird card: full-body 3/4 walking stance with body mass, legs, and plumage silhouette cleanly readable","ground-dwelling bird body, feathered wings, sturdy legs, compact tail, family-appropriate crest or facial features where suitable","open undergrowth, scrub, or woodland floor with simple layered plants",bright natural daylight,"earth brown, cream, muted chestnut, charcoal, and soft green","alert, terrestrial, and approachable",high,needs_light_review,Low species count; choose a representative body plan carefully.,"Create a square illustrated dinosaur family card for Tetraonidae, a family from the Dinosaur Atlas project. Show one featured adult animal as the clear focal subject using ground-bird card: full-body 3/4 walking stance with body mass, legs, and plumage silhouette cleanly readable. Emphasize the defining anatomy: ground-dwelling bird body, feathered wings, sturdy legs, compact tail, family-appropriate crest or facial features where suitable. The animal must read instantly at thumbnail size. Visual style: premium natural-history illustration card, crisp black linework, soft cel-shaded color, subtle grain texture, muted realistic palette, museum-compendium aesthetic, simplified but believable prehistoric habitat, polished digital illustration rather than photoreal painting. Environment: open undergrowth, scrub, or woodland floor with simple layered plants. Lighting: bright natural daylight. Color direction: earth brown, cream, muted chestnut, charcoal, and soft green. Mood: alert, terrestrial, and approachable. Layout constraints: square composition, rounded card border area, reserved blank title band at the bottom for later typography, optional reserved badge space in the lower-right corner, no rendered text, no logo, no watermark."
family-therizinosauridae,family,Therizinosauridae,15,Saurischia,,"Nanshiungosaurus, Nothronychus, Duonychus",therizinosaur_browser,tall-feathered browser card: full-body 3/4 stance with long claws and pot-bellied torso clearly readable,"long neck, deep torso, enormous hand claws, feathered body, strong hind legs, browsing posture",wooded riverside or ferny floodplain with tall plants framing but not obscuring the claws,warm diffuse forest-edge daylight,"umber, moss green, cream, charcoal, and muted rust accents","uncanny, calm, and majestic",high,draft_ready,,"Create a square illustrated dinosaur family card for Therizinosauridae, a family from the Dinosaur Atlas project. Show one featured adult animal as the clear focal subject using tall-feathered browser card: full-body 3/4 stance with long claws and pot-bellied torso clearly readable. Emphasize the defining anatomy: long neck, deep torso, enormous hand claws, feathered body, strong hind legs, browsing posture. The animal must read instantly at thumbnail size. Visual style: premium natural-history illustration card, crisp black linework, soft cel-shaded color, subtle grain texture, muted realistic palette, museum-compendium aesthetic, simplified but believable prehistoric habitat, polished digital illustration rather than photoreal painting. Environment: wooded riverside or ferny floodplain with tall plants framing but not obscuring the claws. Lighting: warm diffuse forest-edge daylight. Color direction: umber, moss green, cream, charcoal, and muted rust accents. Mood: uncanny, calm, and majestic. Layout constraints: square composition, rounded card border area, reserved blank title band at the bottom for later typography, optional reserved badge space in the lower-right corner, no rendered text, no logo, no watermark."
family-thescelosauridae,family,Thescelosauridae,10,Ornithischia,,"Albertadromeus, Fona, Haya",small_ornithopod,small runner-herbivore card: full-body side or 3/4 pose with clean tail and hind-limb silhouette,"small beaked herbivore, long hind limbs, balancing tail, light body, alert posture",open fern plain or woodland floor with low plants and clean horizon space,bright diffuse daylight,"olive, tan, warm gray, moss green, and pale sky blue","nimble, approachable, and clear",medium,draft_ready,,"Create a square illustrated dinosaur family card for Thescelosauridae, a family from the Dinosaur Atlas project. Show one featured adult animal as the clear focal subject using small runner-herbivore card: full-body side or 3/4 pose with clean tail and hind-limb silhouette. Emphasize the defining anatomy: small beaked herbivore, long hind limbs, balancing tail, light body, alert posture. The animal must read instantly at thumbnail size. Visual style: premium natural-history illustration card, crisp black linework, soft cel-shaded color, subtle grain texture, muted realistic palette, museum-compendium aesthetic, simplified but believable prehistoric habitat, polished digital illustration rather than photoreal painting. Environment: open fern plain or woodland floor with low plants and clean horizon space. Lighting: bright diffuse daylight. Color direction: olive, tan, warm gray, moss green, and pale sky blue. Mood: nimble, approachable, and clear. Layout constraints: square composition, rounded card border area, reserved blank title band at the bottom for later typography, optional reserved badge space in the lower-right corner, no rendered text, no logo, no watermark."
family-troodontidae,family,Troodontidae,37,Saurischia,,"Urbacodon, Xenovenator, Albertavenator",troodontid_predator,"small feathered hunter card: full-body poised stance with head, eye, and claw silhouette emphasized","light feathered body, long legs, grasping hands, alert head, stiff tail, agile predatory stance",woodland edge with low shrubs and clean pale sky openings,bright but soft daylight,"warm brown, gray, cream, muted amber, and moss green","quick, curious, and sharp",medium,draft_ready,,"Create a square illustrated dinosaur family card for Troodontidae, a family from the Dinosaur Atlas project. Show one featured adult animal as the clear focal subject using small feathered hunter card: full-body poised stance with head, eye, and claw silhouette emphasized. Emphasize the defining anatomy: light feathered body, long legs, grasping hands, alert head, stiff tail, agile predatory stance. The animal must read instantly at thumbnail size. Visual style: premium natural-history illustration card, crisp black linework, soft cel-shaded color, subtle grain texture, muted realistic palette, museum-compendium aesthetic, simplified but believable prehistoric habitat, polished digital illustration rather than photoreal painting. Environment: woodland edge with low shrubs and clean pale sky openings. Lighting: bright but soft daylight. Color direction: warm brown, gray, cream, muted amber, and moss green. Mood: quick, curious, and sharp. Layout constraints: square composition, rounded card border area, reserved blank title band at the bottom for later typography, optional reserved badge space in the lower-right corner, no rendered text, no logo, no watermark."
family-tyrannosauridae,family,Tyrannosauridae,22,Saurischia,,"Daspletosaurus, Alioramus, Labocania",tyrannosauroid_predator,giant-predator card: massive skull and chest forward in a commanding 3/4 stance,"deep skull, heavy jaws, powerful hind limbs, muscular torso, thick tail, reduced forelimbs or smaller arms for the lineage",broad woodland plain with simple trees and open sky around the head silhouette,warm sunset or low-angle daylight,"charcoal, umber, moss green, dry tan, and horn-ivory accents","dominant, iconic, and ancient",high,draft_ready,,"Create a square illustrated dinosaur family card for Tyrannosauridae, a family from the Dinosaur Atlas project. Show one featured adult animal as the clear focal subject using giant-predator card: massive skull and chest forward in a commanding 3/4 stance. Emphasize the defining anatomy: deep skull, heavy jaws, powerful hind limbs, muscular torso, thick tail, reduced forelimbs or smaller arms for the lineage. The animal must read instantly at thumbnail size. Visual style: premium natural-history illustration card, crisp black linework, soft cel-shaded color, subtle grain texture, muted realistic palette, museum-compendium aesthetic, simplified but believable prehistoric habitat, polished digital illustration rather than photoreal painting. Environment: broad woodland plain with simple trees and open sky around the head silhouette. Lighting: warm sunset or low-angle daylight. Color direction: charcoal, umber, moss green, dry tan, and horn-ivory accents. Mood: dominant, iconic, and ancient. Layout constraints: square composition, rounded card border area, reserved blank title band at the bottom for later typography, optional reserved badge space in the lower-right corner, no rendered text, no logo, no watermark."
family-unaysauridae,family,Unaysauridae,2,Saurischia,,"Jaklapallisaurus, Macrocollum",basal_sauropodomorph,early-long-neck card: full-body side or 3/4 stance with lighter build and neck/tail balance clearly visible,"elongated neck, smaller head, long tail, lighter sauropodomorph body, strong hind limbs, early herbivorous build","Triassic or early Jurassic woodland edge with cycads, conifers, and open ground",clean daylight with slight warm haze,"dusty brown, olive, cream, bark gray, and pale green-blue sky","ancestral, steady, and elegant",medium,needs_light_review,Low species count; choose a representative body plan carefully.,"Create a square illustrated dinosaur family card for Unaysauridae, a family from the Dinosaur Atlas project. Show one featured adult animal as the clear focal subject using early-long-neck card: full-body side or 3/4 stance with lighter build and neck/tail balance clearly visible. Emphasize the defining anatomy: elongated neck, smaller head, long tail, lighter sauropodomorph body, strong hind limbs, early herbivorous build. The animal must read instantly at thumbnail size. Visual style: premium natural-history illustration card, crisp black linework, soft cel-shaded color, subtle grain texture, muted realistic palette, museum-compendium aesthetic, simplified but believable prehistoric habitat, polished digital illustration rather than photoreal painting. Environment: Triassic or early Jurassic woodland edge with cycads, conifers, and open ground. Lighting: clean daylight with slight warm haze. Color direction: dusty brown, olive, cream, bark gray, and pale green-blue sky. Mood: ancestral, steady, and elegant. Layout constraints: square composition, rounded card border area, reserved blank title band at the bottom for later typography, optional reserved badge space in the lower-right corner, no rendered text, no logo, no watermark."
family-vitakrisauridae,family,Vitakrisauridae,2,Saurischia,,"Vitakridrinda, Vitakrisaurus",sauropod_robust,robust sauropod card: full-body grounded stance with heavy torso and stable limb posture emphasized,"long neck, small head, broad deep torso, stout limbs, long tail, immense herbivorous build",open woodland or floodplain with low shrubs and broad sky,soft warm daylight,"weathered brown, taupe, olive, horn-gray, and muted sky blue","massive, dependable, and serene",medium,needs_light_review,Low species count; choose a representative body plan carefully.,"Create a square illustrated dinosaur family card for Vitakrisauridae, a family from the Dinosaur Atlas project. Show one featured adult animal as the clear focal subject using robust sauropod card: full-body grounded stance with heavy torso and stable limb posture emphasized. Emphasize the defining anatomy: long neck, small head, broad deep torso, stout limbs, long tail, immense herbivorous build. The animal must read instantly at thumbnail size. Visual style: premium natural-history illustration card, crisp black linework, soft cel-shaded color, subtle grain texture, muted realistic palette, museum-compendium aesthetic, simplified but believable prehistoric habitat, polished digital illustration rather than photoreal painting. Environment: open woodland or floodplain with low shrubs and broad sky. Lighting: soft warm daylight. Color direction: weathered brown, taupe, olive, horn-gray, and muted sky blue. Mood: massive, dependable, and serene. Layout constraints: square composition, rounded card border area, reserved blank title band at the bottom for later typography, optional reserved badge space in the lower-right corner, no rendered text, no logo, no watermark."
